['20206181539692849', '密封。']
['202061815332690018', '避光，密封，在阴凉干燥处保存。']
['202061815153936978', '密封保存。']
['202061815161343516', '遮光，密闭保存。']
['20206181512926677', None]
['202061815224655435', '密封保存。']
['202061815245860047', '遮光，密封保存。']
['202061815125829072', '密封阴凉干燥处贮存']
['202061815374996537', '遮光，密闭保存。']
['20206181524067131', '密封。']
['2020618154245102055', '密封保存。']
['20206181548610303', '置于阴凉干燥处。']
['202061815251461095', '遮光，密闭保存。']
['20206181595620934', '遮光，密封保存。']
['202061815173146893', '避光，密闭保存。']
['202061815154737172', '遮光，密封保存。']
['202061815164939877', '遮光、密闭保存。']
['202061815204650250', '密封保存。']
['202061815341281266', '遮光、密封、在凉暗处保存。']
['202061815374996548', '遮光，密闭保存。']
['202061815385292393', '遮光、密封保存.']
['202061815225155497', '密封保存。']
['202061815483711330', '密闭，置阴凉处（不超过20℃）。']
['20206181544151686', '密闭遮光']
['202061815143333055', '密闭保存。']
['202061815184345141', '遮光，密封保存。']
['20206181549213866', '密封。']
['202061815212651688', '密封。']
['20206181523960781', '密封、遮光处保存。']
['20206181519045341', '密封。']
['20206181540497621', '密闭。']
['20206181510921643', '密封，遮光。']
['202061815484421813', '遮光、密闭保存。']
['202061815285471563', '遮光，密闭保存。']
['202061815324478848', '避光，密封，阴凉处保存']
['20206181522153529', '密闭，在凉暗处保存']
['20206181530782899', '密封保存。']
['20206181511624109', '密封，置阴凉干燥处。']
['202061815101921522', '密封']
['2020618154686411', '遮光，严封，冷处(2～8℃)保存。']
['202061815202549536', '密封，遮光，在干燥处保存。']
['202061815123327971', '密封']
['20206181530182908', '密封,干燥处保存。']
['202061815233957726', '密封。']
['202061815333780471', '密封。']
['202061815101221687', '遮光，密封保存。']
['202061815493614760', '密闭，防潮。']
['202061815382491285', '密封保存。']
['202061815501414976', '密封保存。']
['202061815261363848', '密封、遮光处保存。']
['202061815222653138', '遮光,密闭,在阴凉处保存。']
['2020618154331103265', '密封。']
['202061815173646649', '密闭，在干燥处保存。']
['202061815485221860', '密封，置阴凉干燥处。']
['202061815273875938', '遮光，密封保存。']
['202061815392593294', '遮光，密封保存。']
['202061815212751728', '密封。']
['20206181520248465', '密封保存。']
['20206181512326225', '密封。']
['202061815314875915', '密封，置阴凉处。有效期二年。']
['202061815155743135', '遮光，密闭保存。']
['2020618159417814', '遮光、密闭保存。']
['202061815411997973', '密闭，在阴凉处保存。']
['202061815295671550', '遮光，密闭保存。']
['2020618154173945', '密封，在阴凉（不超过20℃）干燥处保存。']
['202061815224655445', '密封保存。']
['20206181534890253', '密封，在干燥处保存。']
['202061815315076657', '密封。']
['20206181583216527', '遮光、密封保存']
['202061815465416599', '遮光，密封保存。']
['202061815175642521', '遮光，密封保存。']
['202061815164339504', '遮光，密封保存。']
['2020618154696431', '密闭，室温保存。']
['202061815374196326', '遮光，密封保存。']
['202061815164339119', '密封，在干燥处保存。']
['2020618154338103352', '遮光，密封保存。']
['202061815124028360', '密封，置阴凉处保存。']
['202061815323078341', '遮光，密封保存。']
['20206181539892965', '遮光，密封保存。']
['20206181514834316', '密封，置阴凉处保存。']
['202061815155437803', '在凉暗处（不超过20℃）保存。']
['202061815355486145', '遮光，密封保存。']
['20206181521350602', None]
['20206181536286381', '密封保存。']
['20206181530473062', '密封，置干燥处']
['202061815172641467', '遮光、密封、在干燥处保存。']
['202061815345483450', '密封。']
['202061815151341828', '密封，置阴凉（不超过20℃）干燥处保存。']
['202061815172541439', '遮光、密封、在干燥处保存。']
['202061815381291292', '密封，干燥。']
['20206181517540885', '密封，阴凉干燥处']
['202061815182544398', '避光，密封']
['202061815295082722', '遮光，密封保存。']
['202061815224054132', '密封，在阴暗干燥处保存。']
['202061815161943689', '遮光，密闭保存。']
['202061815171941455', '遮光、密封、在干燥处保存。']
['20206181516842360', '密封。']
['202061815244359334', '密封。']
['20206181547439344', '密封。']
['202061815285869272', '密闭']
['202061815232063389', '密封。']
['202061815132730195', '密封。']
['202061815171941454', '遮光、密封、在干燥处保存。']
['202061815282568342', '密闭保存。']
['20206181548110503', None]
['20206181521550598', None]
['202061815194348386', '密封保存。']
['202061815101921524', '密封']
['202061815281968289', '密封，置阴凉处。']
['202061815362486714', '密封保存。']
['202061815291670173', '密封，在干燥处保存。']
['20206181521650869', '密封。']
['20206181585617993', '遮光，密闭，在干燥处保存。']
['20206181533379445', '密封，在凉暗处（避光并不超过20℃）保存。']
['202061815121427035', '遮光，密闭保存。']
['20206181583416493', None]
['202061815235467250', '密封，在干燥处保存。']
['202061815314675145', '密闭保存。']
['202061815124628110', '密封']
['20206181592818960', '遮光，密封，在阴凉处(不超过20℃)保存。']
['202061815174355006', '密闭，在凉暗处保存。']
['202061815315076676', '密封，置阴凉处。']
['20206181549812256', '密闭，防潮。']
['2020618154243101829', '遮光，密封，在干燥处保存。']
['202061815314675146', '密闭保存。']
['202061815314875917', '密闭，防潮。']
['20206181510120596', '常温下保存。']
['202061815273875931', '遮光，密封保存。']
['20206181545257866', '密封，防潮。']
['202061815142632697', '密封阴凉干燥处贮存']
['202061815133931164', '密封。']
['202061815365994802', '遮光，密封保存。']
['20206181591418811', '密闭，置阴凉干燥处。']
['20206181591918735', '密封，防潮']
['202061815315775645', '密封，在阴凉干燥处（不超过20℃）保存。']
['20206181591518625', '密封，在阴凉处干燥处保存。']
['202061815154036872', '密封，避光，在凉处保存。']
['202061815491613949', '密闭']
['202061815225355585', '密封保存。']
['202061815171541431', '遮光、密封、在干燥处保存。']
['202061815224654670', '遮光，密封保存。']
['202061815281276514', '密封，置阴凉处。']
['202061815201139986', '遮光，密封保存。']
['20206181515836257', '遮光，密封保存。']
['202061815225555882', '遮光，密闭保存。']
['202061815494714812', '置于阴凉干燥处。']
['20206181531574492', '密封。']
['202061815325979206', '密封，在凉暗处保存。']
['2020618154231101949', '密封。']
['202061815125337250', '遮光、密封、在干燥处保存。']
['202061815172641477', '遮光、密封、在干燥处保存。']
['20206181540895483', '密闭，置阴凉干燥处。']
['202061815205160288', '遮光，密闭保存。']
['2020618154240101743', '遮光，密封，在干燥处保存。']
['202061815154737481', '密闭，在阴凉处保存。']
['202061815302873135', '密封，阴凉处存放。']
['202061815244959174', '密闭，在阴凉干燥处保存。']
['202061815273166371', '密封保存。']
['202061815191345857', '遮光，密封保存。']
['20206181525368156', '密封，置阴凉处。']
['202061815144240185', '密封，防潮。']
['202061815274366403', '密闭，置阴凉干燥处保存。']
['202061815334190395', '密封，防潮。']
['202061815221052408', '遮光，密封保存。']
['202061815154037111', '遮光，密闭保存。']
['202061815361886973', '密封干燥']
['20206181521051120', '密封。']
['202061815373996294', '遮光，密闭保存。']
['2020618154173557', '密封，置阴凉处。']
['202061815405697079', '遮光，密闭，在凉处保存。']
['202061815262963735', '密封、遮光处保存。']
['2020618153947100370', '密封。']
['202061815174855304', '密封保存。']
['202061815374296333', '遮光，密封保存。']
['20206181526863041', '密封。']
['202061815125729049', '遮光，密闭，在2～8℃保存。']
['20206181545415177', '密封。']
['20206181514631626', '密封。']
['20206181514431516', '密封。']
['202061815181543385', '遮光，密闭保存。']
['2020618153930100050', '遮光，密闭，在7℃-20℃保存。若因储存不当，产生结晶，用30℃水浴溶解后使用。']
['20206181545545765', '密封，防潮。']
['202061815165540065', '密闭，在干燥处保存。']
['202061815171340774', '负责期：三年贮藏：密封']
['202061815392837594', '密封']
['202061815103522830', '密封，置阴凉处。']
['202061815191646142', '密闭，防潮。']
['202061815412798234', '密封']
['2020618154368721', '密封。']
['202061815495314619', '密闭保存']
['202061815163639023', '密封']
['202061815221760598', '密封、遮光处保存。']
['202061815194747945', '遮光，密闭保存。']
['20206181521350604', None]
['20206181519845583', '密封。']
['2020618154030645', '密封，置阴凉处保存，开盖后一次服用不完，请放置冰箱中冷藏。']
['202061815221353630', '密封，在阴暗干燥处保存。']
['202061815105135493', '密封，在干燥处保存。']
['202061815192546888', '密封，在阴暗干燥处保存。']
['202061815214052024', '避光，密闭']
['202061815214051862', '密封，置阴凉处。']
['202061815134031272', '密封，在干燥处保存。']
['202061815134432093', '密封保存。']
['2020618154421562', '密封，在阴凉干燥处保存。']
['202061815315575557', '密封。']
['20206181545364859', '密封,置阴凉处.']
['202061815233456315', '密封']
['202061815265265364', '遮光，密闭，在干燥处储存.']
['202061815384495135', '遮光，密闭保存。']
['2020618159418015', '遮光，密封保存。']
['202061815214552316', None]
['202061815395394314', '密闭保存。']
['202061815333187112', '密封，在阴凉干燥处（不超过20℃）保存。']
['20206181591418812', '密闭，置阴凉干燥处。']
['20206181540532467', '遮光，密封保存。']
['202061815321377217', '密封保存。']
['2020618154626251', '密封。']
['20206181510220495', '密封保存。']
['202061815385892600', '密封。']
['202061815273875932', '遮光，密封保存。']
['202061815364487820', '遮光，密封保存。']
['202061815121326924', '密封，防潮。']
['202061815164439162', '密封，在干燥处保存。']
['202061815354284652', '密封，阴凉处保存']
['202061815181957633', '遮光、密闭、在干燥阴凉处（不超过20℃）保存。']
['202061815291270284', '遮光，密封保存。']
['202061815212651691', '密封。']
['2020618154411506', '密封，室温保存。']
['202061815254262299', '遮光，密封保存。']
['202061815251761455', '密闭，置阴凉处。']
['202061815302485623', '密封，遮光。']
['202061815473318393', '密封。']
['202061815263864405', '密闭。']
['202061815141232052', '密封保存。']
['20206181529569815', '遮光，密封，在干燥处保存']
['20206181529169733', '遮光，密封，在干燥处保存']
['2020618154707522', '密闭保存。']
['202061815212051102', '密封，防潮。']
['2020618159818554', '避光?密封保存。']
['20206181538590893', '遮光，密闭保存。']
['202061815144540516', '密封，阴凉干燥处']
['20206181584423842', '遮光，密封保存。']
['20206181518342727', '密闭保存。']
['202061815295971761', '密封保存。']
['2020618154225101409', '遮光，密封，在干燥处保存。']
['20206181512226311', None]
['202061815284468812', '密闭，在干燥处保存。']
['202061815282868736', '密闭，在干燥处保存。']
['202061815334680565', '密封，置阴凉处。']
['202061815311589532', '密封，置阴凉处保存。']
['202061815413998862', '密封。']
['202061815381497366', '密闭，在干燥处保存。']
['202061815104335480', '密封，在干燥处保存。']
['202061815264364619', '于2～8℃避光保存和运输。']
['202061815265064909', '密封，阴凉干燥处']
['202061815193146396', '避光，密封。']
['2020618154028777', '遮光，密封保存。']
['202061815381090626', '遮光，密闭保存。']
['202061815244759079', '遮光，密封保存']
['2020618154646029', '密封保存。']
['202061815353484679', '遮光，密封保存。']
['2020618154230101531', '遮光，密封，在干燥处保存。']
['202061815153636962', '密封保存。']
['202061815135939586', '遮光，密封保存。']
['20206181540462181', '密封保存。']
['202061815192747352', '避光，密闭保存。']
['202061815245860036', '遮光，密封保存。']
['202061815245067917', '遮光，密封保存。']
['202061815474218413', '密封。']
['202061815163244127', '密封，置阴凉处保存。']
['202061815374496160', '遮光，密封保存。']
['202061815223454272', '遮光，密闭保存。']
['20206181516842655', '遮光，密闭保存。']
['202061815202450173', '密封保存。']
['202061815501215433', '密封，遮光。']
['202061815405697076', '遮光，密闭，在凉处保存。']
['20206181545505354', '遮光，密封保存。']
['202061815175442593', '密封保存。']
['202061815153936972', '密封保存。']
['2020618154248102166', '密封保存。']
['2020618154250102232', '遮光，密闭保存(10～30℃)。']
['20206181545405068', '遮光,密闭保存。']
['202061815413898815', '密封。']
['202061815305774345', '密封，置阴凉处（不超过20℃）。']
['202061815414399145', '遮光，密闭，在10℃以下保存']
['202061815193848305', '遮光，密封保存。']
['202061815375696657', '密封，在阴凉(不超过20℃)干燥处保存。']
['20206181512926673', None]
['20206181517040193', '密闭保存。']
['2020618154320102554', '遮光，密封保存']
['202061815414498957', '密封。']
['202061815315377604', '密封，在干燥处保存。']
['202061815313275403', '密封。']
['202061815252461478', '密闭，置阴凉处。']
['20206181548319972', '遮光，密闭保存。']
['202061815104135376', '密闭']
['20206181525160028', '遮光，密封保存。']
['20206181545257863', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815302673020', '密闭，置阴凉干燥处。']
['202061815333187362', '密封，置阴凉处。']
['202061815355386103', '遮光，密封保存。']
['20206181524167504', '密封，防潮。']
['202061815264464718', '密封，置阴凉干燥处。']
['202061815265772479', '密封保存。']
['202061815144133396', '密封。']
['202061815162938863', '密封。']
['202061815471516995', '密封保存。']
['202061815331179611', '遮光，密闭，在阴凉处（不超过20℃）保存。']
['202061815341091997', '避光，密闭干燥处保存']
['202061815192446440', '密封，置阴凉处。']
['202061815314076769', '密封。']
['202061815344182326', '遮光，密封保存。']
['202061815344082323', '遮光，密封保存。']
['20206181545133693', '密封，在干燥处保存。']
['202061815312577423', '密封保存。']
['202061815331679939', '遮光，密封保存。']
['202061815185359651', '密封，在阴凉干燥处保存。']
['202061815113124651', '遮光，密封保存。']
['202061815203649624', '遮光，密封保存。']
['202061815335581107', '遮光、密封、在凉暗处保存。']
['2020618154239918', '密封，在凉暗干燥处保存。']
['202061815331490115', '密封保存。']
['202061815302785611', '密封，遮光。']
['20206181528976186', '密封，置阴凉处。']
['20206181592118888', '密封']
['2020618154324102990', None]
['202061815131730865', '密封，置于阴凉干燥处。']
['202061815202060225', '密闭']
['202061815351284018', '密封，防潮。']
['202061815364588267', '密封，在干燥处保存。']
['202061815121126709', '密封。']
['202061815405796911', None]
['202061815402295944', '密封。']
['202061815165440599', '密封。']
['202061815482311081', '密封。']
['20206181540074518', '避光，密封']
['20206181544191554', '密封，在阴凉干燥处保存。']
['202061815291570191', '密封。']
['20206181591618679', '密封。']
['202061815375696669', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815375596622', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815375796689', '密封，在阴凉(不超过20℃)干燥处保存。']
['202061815335180871', '遮光，密封，在凉暗处。']
['20206181591618691', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815481410798', '遮光，密封保存。']
['20206181520348630', '密封']
['202061815125729107', '密封保存。']
['202061815415399434', '密封']
['202061815295971870', '密封保存。']
['20206181512357130', None]
['202061815481410765', '遮光，密封保存。']
['202061815273775921', '遮光，密封保存。']
['202061815122427438', '遮光，密封保存。']
['202061815481110725', '密封、遮光处保存。']
['202061815385697786', '置遮光容器内，密封保存。']
['202061815264464657', '密封，阴凉干燥处保存。']
['202061815265772479', '密封保存。']
['202061815194547857', '密闭']
['202061815131329962', '遮光，密封，在阴凉干燥处保存。']
['202061815413498649', '遮光，密封保存。']
['20206181544131301', '置于干燥处，密闭，防潮。']
['202061815115226020', '密封']
['202061815204850215', '密封保存。']
['20206181538190691', '密封。']
['20206181535893720', '遮光，密闭，阴凉处保存。']
['202061815391693104', '遮光，密闭，阴凉处保存。']
['202061815254972255', '遮光、密封，在干燥处保存。']
['202061815312074779', '密封']
['202061815362486729', '密封。']
['202061815344793395', '密闭。']
['202061815125928798', '密闭，防潮。']
['202061815493214486', '遮光，密闭，在干燥处储存。']
['202061815271472756', '遮光，密封保存。']
['202061815382491258', '密封保存。']
['202061815333780503', '密封。']
['202061815175642506', '密封、遮光处保存。']
['20206181512638032', '密封保存。']
['20206181547409452', '密封。']
['202061815324378767', '密封、遮光处保存。']
['202061815231156149', '密封保存。']
['20206181541097243', '密闭，在干燥处保存。']
['20206181544419783', '密封。']
['20206181549512545', '密封']
['20206181547339336', '密封。']
['202061815473617440', '密封保存。']
['202061815232556764', '密闭，防潮。']
['202061815463312541', '密封']
['202061815382897465', '密闭，防潮。']
['2020618154230101529', '遮光，密封，在干燥处保存。']
['202061815384091437', '密闭，在干燥处保存。']
['2020618154224490', '遮光，密封保存。']
['202061815291672106', '密闭、在干燥处保存。']
['202061815223354026', '密封，在阴暗干燥处保存。']
['20206181544141801', '避光，密封。']
['20206181544299801', '密封。']
['202061815292470395', '遮光、密封，阴凉（不超过20℃）干燥处保存。']
['20206181584932185', '密封，干燥。']
['202061815183144989', '密封。']
['2020618154211101042', '密封。']
['20206181544141769', '避光，密封。']
['202061815161443182', '遮光，密闭保存。']
['202061815155937582', '密封，在干燥处保存。']
['2020618154431715', '密闭遮光']
['20206181539692840', '密封。']
['202061815305374429', '遮光，密封，在凉暗干燥处保存。']
['202061815101321134', '密封']
['20206181529969567', '密封，遮光。']
['202061815121327006', '遮光，密闭保存。']
['202061815235266837', '密封。']
['202061815123027517', '遮光，密封保存。']
['202061815365188029', '遮光，密封保存。']
['202061815191846261', '密闭，防潮。']
['202061815255762733', '密封，置阴凉处。']
['202061815102221341', '密封']
['202061815473318883', '遮光，密封，在30℃以下保存。']
['202061815173446099', '密闭，防潮。']
['202061815132130253', '密封。']
['202061815172541872', '密封，置阴凉处保存。']
['2020618153937100101', '遮光，密封，在干燥处保存。']
['202061815292071315', '密封。']
['20206181535083796', '密封。']
['20206181540093943', None]
['202061815324778789', '密封，防潮。']
['202061815465616683', '密封，置阴凉处.']
['202061815413598802', '密封。']
['202061815303185316', '密封。']
['20206181543479044', '密封。']
['20206181583621080', '密封']
['20206181526963333', '密封。']
['20206181542401038', '密封，在阴凉干燥处保存。']
['202061815295671526', '密闭']
['20206181537388392', '遮光，密封保存。']
['202061815303385536', '密封，遮光。']
['202061815373389289', '遮光，密闭保存。']
['202061815244659151', '遮光，密闭保存。']
['2020618153937100105', '遮光，密封，在干燥处保存。']
['202061814583825309', '遮光 ，密封保存。']
['202061815113925244', '遮光 ，密封保存。']
['202061815133131285', '密封，在干燥处保存。']
['20206181511223483', '密封，置阴凉处。']
['202061815264064467', None]
['202061815391299772', '遮光、密封保存。']
['20206181544563401', '密封。']
['202061815482920116', '密封，置阴凉处。']
['202061815103322765', '密闭保存。']
['202061815295971869', '密封保存。']
['202061815275375947', '遮光，密封保存。']
['202061815333187363', '密封，置阴凉处。']
['202061815323278175', '密封，在避光处干燥处保存。']
['202061815144240196', '密闭保存。']
['202061815261864320', '遮光，阴冷处保存。']
['202061815161437833', None]
['202061815155137818', '密封，在干燥处保存。']
['202061815232663626', '密封。']
['20206181591918613', '密封。']
['20206181546317332', '遮光,密闭保存。']
['202061815384091428', '密闭，在干燥处保存。']
['202061815101421210', '密封']
['2020618154316102690', '密封，在干燥处保存']
['202061815105835849', '遮光，密闭，在干燥处储存。']
['20206181544221774', '避光，密封。']
['20206181515935009', '密封。']
['202061815502315383', '遮光、密封阴凉处保存.']
['202061815202060239', '遮光、密封保存']
['202061815104635395', '密闭']
['202061815164439145', '密封，在干燥处保存。']
['202061815131029632', '密封、遮光处保存。']
['202061815301586367', '密封保存。']
['20206181531274668', '密闭，防潮，避热。']
['20206181550122039', '密封，在阴凉处保存。']
['20206181514339568', '遮光，密封保存。']
['202061815301282685', '密闭保存。']
['2020618154758193', '密封，置阴凉处。']
['202061815324978858', '遮光、密闭，在干燥处保存。']
['202061815111623381', '遮光，密封保存。']
['202061815314375032', '密闭，置阴凉干燥处。']
['202061815164539290', '遮光，密封保存。']
['2020618154757874', '密封，防潮。']
['20206181591918611', '密封。']
['20206181591618673', '密封。']
['202061815333087097', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815313575451', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815111924216', '密封。']
['202061815161843740', '遮光，密闭保存。']
['2020618154787964', '密封，置阴凉处。']
['2020618154132901', '遮光，密封保存。']
['202061815111724272', '干燥，密封，避光。']
['20206181531685674', '密封，遮光。']
['202061815325579024', '遮光，密封保存。']
['202061815362987433', '遮光，密封，在阴凉干燥处保存。']
['202061815215952892', '密封']
['202061815383697473', '密闭，防潮。']
['202061815211351165', '密封，置阴凉干燥处。']
['202061815165039715', '密封。']
['202061815383197815', '密封，在干燥处保存。']
['20206181549913458', None]
['2020618159317712', '遮光、密闭保存 (10℃-30℃)。']
['20206181584523915', '密封，置阴凉处。']
['202061815305174286', '密封，置阴凉处（不超过20℃）。']
['202061815183657786', '密封。']
['202061815134838520', '密闭，置室内阴凉干燥处。']
['2020618154686604', '密封保存。']
['202061815302972974', '密封。']
['20206181540422509', '遮光，密封保存。']
['202061815184357992', '遮光，密闭保存。']
['202061815375890727', '密封，在阴凉(不超过20℃)干燥处保存。']
['20206181538490826', '遮光，密封，在阴凉干燥处保存。']
['202061815495014385', '避光、2—8℃保存。']
['202061815235467261', '密封，置阴凉处(小超过2O℃)。']
['202061815351483825', '密封。']
['202061815191445704', '密封。']
['20206181531474631', '密封。']
['202061815183344655', '遮光，密封保存。']
['202061815234867115', '密封。']
['202061815352393769', '密封，在阴凉(不超过20℃)干燥处保存。']
['20206181532893577', '密封。']
['20206181544219620', '密封、遮光处保存。']
['202061815102221331', '密封']
['202061815205960456', None]
['202061815173854803', '密封']
['20206181584824878', '遮光 ，密封保存。']
['202061815133831015', '密封保存。']
['202061815273875934', '遮光，密封保存。']
['20206181517840982', '密封，置阴凉处。']
['202061815183958785', '密闭、置阴凉干燥处。?']
['202061815333187120', '密封。']
['202061815463212503', '密封，防潮。']
['202061815175642523', '遮光，密封保存。']
['20206181538390785', '置于阴凉干燥处。']
['202061815133631217', '密封，在干燥处保存。']
['20206181517440815', '密封，阴凉干燥处。']
['202061815271272815', '避光?密封保存']
['20206181524367577', '避光']
['20206181517841058', '密封，在阴凉干燥处保存。']
['202061815163539003', '密封']
['20206181544171623', '密闭遮光']
['20206181546477859', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815165440607', '密封，防潮。']
['2020618154203681', '密封，在阴凉干燥处保存。']
['202061815341192041', '遮光，密封保存。']
['202061815231760883', '密闭，置阴凉处。']
['202061815171240947', '密封，置阴凉处。']
['202061815213151438', '密封，阴凉干燥处']
['20206181524867336', '密封，在阴凉干燥处（不超过20℃）保存。']
['20206181585517548', '遮光，密封，在干燥处保存。']
['202061815192846282', '遮光，密封保存。']
['202061815102221312', '密封']
['202061815271272807', '密封，置阴凉干燥处。']
['20206181546477861', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815313775305', '密闭保存。']
['20206181591618670', '密封。']
['20206181521550595', None]
['202061815224454620', '遮光，密封保存。']
['20206181591618684', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815294771164', '遮光，密封保存。']
['202061815201648892', '密封保存。']
['202061815144833327', '遮光，密封。']
['202061815211150803', '密封。']
['202061815405497003', '密封，干燥处保存。']
['20206181591618672', '密封。']
['202061815314675143', '密闭保存。']
['202061815211551245', '遮光，密封，在凉暗处（避光并不超过20℃）保存。']
['202061815312874743', '密封，置阴凉处。']
['202061815291270148', '密闭，阴凉处 (不超过20℃) 保存。']
['20206181592018545', '密封。']
['202061815221653693', '密封，在阴暗干燥处保存。']
['202061815164539292', '遮光，密封保存。']
['202061815325279090', '遮光，密封，在凉暗处。']
['20206181538590916', '密封']
['20206181520348632', '密封，置阴凉处。']
['202061815183444766', '密封。']
['202061815173954861', '密封']
['20206181583316460', '遮光，密封保存。']
['20206181543489083', '密封。']
['202061815314875919', '密闭，防潮。']
['202061815485713021', '密封。']
['202061815191746201', '遮光，密封保存。']
['20206181591918730', '密封，防潮']
['202061815204649887', '避光，阴凉、密闭保存']
['20206181524167501', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815121126966', '遮光，密封保存。']
['20206181583716549', '遮光，密封保存。']
['20206181536386402', '密封保存。']
['202061815211451199', '遮光，密封保存。']
['202061815133630582', '遮光，密封，在阴凉处干燥处保存。']
['202061815152336357', '密封。']
['20206181591618693', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815255762947', '密封保存。']
['202061815275375945', '遮光，密封保存。']
['202061815174654976', '密闭，在凉暗处保存。']
['202061815463212502', '密封，防潮。']
['20206181524167507', '密封，防潮。']
['202061815174855171', '密闭，在凉暗干燥处保存。']
['20206181512638060', '密封保存。']
['202061815175642520', '遮光，密封保存。']
['202061815232556989', '密封。']
['202061815313675471', '密封，在阴凉干燥处（不超过20℃）保存。']
['202061815341092030', '遮光，密封保存。']
['202061815252361579', '密封，置阴凉处。']
['202061815195248134', '密闭，在凉暗处保存']
['202061815275976302', '遮光，密封保存。']
['20206181584324760', '遮光 ，密封保存。']
['2020618154328276', '遮光,密闭保存。']
['202061815224954454', '遮光，密闭保存。']
['202061815391154188', '密闭']
['20206181545153921', '密封，在阴凉（不超过20℃）干燥处保存。']
['202061815242658304', '遮光，密封保存。']
['202061815284468823', '密闭，在干燥处保存。']
['202061815164939874', '遮光、密闭保存。']
['202061815502115453', '密封，遮光。']
['20206181539792930', '遮光，密封保存。']
['202061815104222995', '密封。']
['20206181541997844', '遮光，密封，在阴凉干燥处保存。']
['202061815413898844', '遮光，密封保存。']
['202061815391793050', '遮光，密封，在阴凉处保存。']
['202061815265265351', '遮光，密闭，在干燥处储存.']
['20206181538691054', '遮光，密封保存。']
['202061815215652948', '密封保存.']
['202061815312477471', '遮光，密封保存。']
['20206181521950822', '密封。']
['20206181545314742', '密封,置阴凉处.']
['202061815384594681', '密封。']
['202061815503116483', '密封，置阴凉处。']
['202061815245960079', '遮光，密封保存。']
['202061815271865934', '密闭，阴凉保存']
['202061815172146736', '避光，密封。']
['202061815503116278', '密封，阴凉处']
['202061815463212521', '密闭，防潮。']
['202061815154036629', '密闭，在干燥处保存。']
['202061815183858079', '密封，在干燥处保存。']
['202061815385492267', '密封。']
['202061815231461736', '遮光，密封保存。']
['202061815223454037', '密封，在阴暗干燥处保存。']
['2020618154798001', '密封保存。']
['202061815272165686', '遮光，密闭，在干燥处储存.']
['202061815185959833', '避光，密闭']
['202061815262463823', '密封、遮光处保存。']
['202061815271072662', '密闭在阴凉干燥处保存。']
['202061815255672447', '置凉暗处，避光（不超过20℃）保存。']
['202061815221453706', '密封，在阴暗干燥处保存。']
['20206181535793647', '密封。']
['202061815115025606', '密闭，干燥处保存。']
['202061815334580567', '密封，置阴凉处。']
['202061815333780488', '密封。']
['2020618154122684', '遮光，密封保存。']
['202061815231256011', '置于阴凉干燥处']
['202061815145634733', '密闭，在干燥处保存。']
['202061815134531220', '密封，在干燥处保存。']
['20206181527065185', '遮光，密闭保存。']
['20206181536486623', '遮光，密封保存。']
['202061815305474542', '密封，在干燥处保存。']
['202061815272365801', '密封']
['202061815484212023', '遮光，密封。']
['20206181582323805', '密闭，防潮。']
['202061815135738705', '室温 (10-30℃) 保存。']
['202061815345283264', '遮光，密封保存。']
['20206181533579729', None]
['202061815342381602', '遮光，密封保存。']
['2020618153945100445', '避光']
['202061815364487846', '遮光，密封保存。']
['20206181512226385', None]
['202061815331679941', None]
['202061815135738693', '遮光，密闭保存。']
['202061815152542528', '遮光，密封保存。']
['20206181592418884', '密封。']
['20206181543108447', None]
['20206181527265063', '密封，置阴凉处。']
['202061815331079778', '密封。']
['202061815371896111', '遮光，密封保存。']
['202061815113324934', '遮光 ，密封保存。']
['202061815405897118', '遮光，密闭，在凉处保存。']
['202061815355785936', '遮光，密封保存。']
['20206181539292512', '遮光、密封保存.']
['202061815473717386', '密封。']
['202061815162243707', '遮光，密闭保存。']
['202061815262463826', '密封、遮光处保存。']
['20206181544171642', '密闭遮光']
['20206181545511698', '密封避光']
['20206181545535640', '遮光，密封保存。']
['202061815352684399', '密封保存']
['202061815415499456', '密封，在阴凉处。']
['202061815135831398', '密封']
['20206181528176243', '密封，置阴凉处。']
['20206181520548664', None]
['202061815355885974', '遮光，密封保存。']
['202061815213351511', '密封干燥']
['20206181539292488', '遮光、密封保存.']
['202061815315575659', '密封，阴凉干燥处']
['2020618154337103299', '密封。']
['20206181536986624', '遮光，密封保存。']
['202061815273265995', '密封。']
['20206181595935211', '密封，置阴凉处。']
['2020618154233102093', '密闭，在阴凉干燥处保存。']
['202061815351793473', '密封。']
['202061815345284094', '密封，置阴凉处保存。']
['202061815343592217', '密封。']
['202061815272766324', '密封，遮光。']
['202061815385292388', '遮光、密封保存.']
['202061815335681089', '遮光、密封、在凉暗处保存。']
['202061815213151488', '密封，在阴凉处保存。']
['202061815152236294', '密封。']
['202061815103122627', '密封，阴凉干燥处']
['202061815141932035', '密封保存。']
